fighter_id,name,birthdate,aka,associations,class_weight,wins,losses,draws,wins_by_ko_tko,wins_by_submission,wins_by_decision,wins_by_other,losses_by_ko_tko,losses_by_submission,losses_by_decision,losses_by_other,country,city,weight (lbs),sex,height,height (cm)
85135e55ab664f409cb5bfc7c190a379,Terry Martin,1980-10-10,Dangerous,['Iron Academy'],Middleweight,23.0,12.0,0.0,14.0,4.0,4.0,1.0,9.0,0.0,3.0,0.0,United States,"Chicago, Illinois",185.0,M,5.7,173.74
773dbb81d05945ffb9e438e3e791b93a,Nate Diaz,1985-04-16,,['Cesar Gracie Fight Team'],Welterweight,21.0,13.0,0.0,5.0,12.0,4.0,0.0,2.0,1.0,10.0,0.0,United States,"Stockton, California",170.0,M,6.0,182.88
a59e6d33154e489d902ffefcfdb38259,Junior Assuncao,1981-06-24,,['Ascension MMA'],Lightweight,16.0,8.0,0.0,4.0,7.0,5.0,0.0,2.0,2.0,4.0,0.0,Brazil,,155.0,M,5.9,179.83
ee39bdcb9321484e8926fbabf4e871ed,Nate Quarry,1972-03-18,Rock,['Team Quest'],Middleweight,12.0,4.0,0.0,7.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,United States,"Gresham, Oregon",185.0,M,6.0,182.88
c7c80994ab3e4de6b7729d5612dbdad9,Pete Sell,1982-08-25,Drago,['Serra-Longo Fight Team'],Middleweight,10.0,7.0,0.0,0.0,4.0,6.0,0.0,5.0,0.0,2.0,0.0,United States,"Bay Shore, New York",179.0,M,5.11,155.75
670a2eb44ea4407687aafe8d10d351a2,Luke Cummo,1980-04-27,,['Serra-Longo Fight Team'],Welterweight,6.0,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,United States,"New Hyde Park, New York",170.0,M,6.0,182.88
6bc6eba36a7840c5b4eac0f3036da1e0,Edilberto de Oliveira,1982-11-22,Crocota,['Champion Team'],Welterweight,30.0,19.0,0.0,13.0,13.0,4.0,0.0,5.0,1.0,13.0,0.0,Brazil,"Campo Formoso, Bahia",170.0,M,6.0,182.88
d5928a4c29184e778a3a32026e2766e8,Cole Miller,1984-04-26,Magrinho,['American Top Team'],Featherweight,21.0,11.0,1.0,3.0,15.0,3.0,0.0,2.0,0.0,9.0,0.0,United States,"Augusta, Georgia",145.0,M,6.1,185.93
457867592d07427a91206e7a0ad06a66,Leonard Garcia,1979-07-14,Bad Boy,['Jackson-Wink MMA'],Featherweight,18.0,13.0,0.0,5.0,10.0,3.0,0.0,0.0,4.0,9.0,0.0,United States,"Plainview, Texas",145.0,M,5.9,179.83
f86510289171463eb38d10324431fee2,Gray Maynard,1979-09-05,The Bully,['American Kickboxing Academy'],Featherweight,13.0,7.0,1.0,2.0,0.0,11.0,0.0,5.0,0.0,2.0,0.0,United States,"Santa Cruz, California",145.0,M,5.8,176.78
62b1b93cab1f4e1c8b916f0e3e163148,Joe Veres,1977-11-09,,['MMA Lab'],Lightweight,4.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,United States,"Glendale, California",155.0,M,5.6,170.69
cfb6fd6efeec477683756e0d3caebbc8,Kuniyoshi Hironaka,1976-06-17,,['Master Japan'],Lightweight,23.0,9.0,0.0,7.0,8.0,8.0,0.0,6.0,1.0,2.0,0.0,Japan,"Yamaguchi, Yamaguchi",153.0,M,5.1,155.45
aeb70419af37481d8605faea92de10ad,Dustin Hazelett,1986-04-29,McLovin,['Team Jorge Gurgel'],Lightweight,12.0,7.0,0.0,1.0,9.0,2.0,0.0,4.0,2.0,1.0,0.0,United States,"Cincinnati, Ohio",155.0,M,6.1,185.93
4672c307d03843f8bfd60d9158ce44df,Jonathan Goulet,1979-07-13,The Road Warrior,['Team Legion'],Welterweight,23.0,12.0,1.0,12.0,8.0,3.0,0.0,10.0,2.0,0.0,0.0,Canada,"Victoriaville, Quebec",169.0,M,6.0,182.88
07a2eb3ac5df4d3db9550392c2dbad2b,Quinton Jackson,1978-06-20,Rampage,['Wolfslair Academy'],Heavyweight,38.0,14.0,0.0,20.0,4.0,14.0,0.0,4.0,2.0,7.0,1.0,United States,"Memphis, Tennessee",265.0,M,6.1,185.93
f503fecbd7af46249520d8e4924659b4,Dan Henderson,1978-06-20,Rampage,['Wolfslair Academy'],Heavyweight,38.0,14.0,0.0,20.0,4.0,14.0,0.0,4.0,2.0,7.0,1.0,United States,"Memphis, Tennessee",265.0,M,6.1,185.93
13c42db9d30a4b2b8724cb2441160e78,Matt Hamill,1976-10-05,The Hammer,['Independent'],Light Heavyweight,13.0,8.0,0.0,7.0,0.0,5.0,1.0,4.0,1.0,3.0,0.0,United States,"Loveland, Ohio",205.0,M,6.2,188.98
877a40c777be43ff9b4a55dd4c54c870,Cheick Kongo,1975-05-17,,"[""Kongo Smashin' Club""]",Heavyweight,31.0,12.0,1.0,15.0,4.0,12.0,0.0,3.0,1.0,8.0,0.0,France,Paris,242.0,M,6.4,195.07
c497cf1d12614939807997ace837c427,Mirko Filipovic,1975-05-17,,"[""Kongo Smashin' Club""]",Heavyweight,31.0,12.0,1.0,15.0,4.0,12.0,0.0,3.0,1.0,8.0,0.0,France,Paris,242.0,M,6.4,195.07
e9915c31368742bea774f77b2029018b,Marcus Davis,1973-08-24,The Irish Hand Grenade,['Team Irish'],Welterweight,23.0,11.0,1.0,6.0,10.0,7.0,0.0,4.0,3.0,4.0,0.0,United States,"Bangor, Maine",170.0,M,5.8,176.78
a9f24a6bec124f599af4290ae695b05b,Paul Taylor,1979-12-15,Relentless,['Team Supreme'],Lightweight,11.0,6.0,1.0,6.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,England,Walsall,155.0,M,6.0,182.88
cc9403bbe90f49c8bc754610b5b12c51,Alessio Sakara,1981-09-02,Legionarius,['American Top Team'],Light Heavyweight,21.0,13.0,2.0,15.0,2.0,4.0,0.0,6.0,3.0,3.0,1.0,Italy,"Rome, Lazio",205.0,M,6.1,185.93
bf8320f496f44be79d3de732cf4887d9,Gleison Tibau,1983-07-10,,['American Top Team'],Welterweight,38.0,19.0,0.0,4.0,15.0,19.0,0.0,5.0,2.0,11.0,1.0,Brazil,"Mossoro, Rio Grande do Norte",170.0,M,5.1,155.45
34fe910cfef6410b8b236821a783573c,Terry Etim,1986-01-11,,['Team Kaobon'],Lightweight,16.0,5.0,0.0,2.0,12.0,2.0,0.0,1.0,1.0,3.0,0.0,England,Liverpool,155.0,M,6.1,185.93
a355a13b74a44daaa8154036596fdcc0,Tomasz Drwal,1982-01-22,Gorilla,['Szkola Walki Drwala'],Middleweight,22.0,6.0,0.0,14.0,5.0,3.0,0.0,3.0,2.0,1.0,0.0,Poland,Krakow,185.0,M,6.1,185.93
2a178c5d0d2b47a48050d3b4a8fcb3d5,Dennis Siver,1979-01-13,,['Kiboju'],Featherweight,23.0,11.0,1.0,7.0,7.0,9.0,0.0,3.0,5.0,3.0,0.0,Germany,Mannheim,145.0,M,5.7,173.74
e8b8e27e4b7c44ba84aee83d31534f81,Naoyuki Kotani,1981-12-08,,['Rodeo Style'],Lightweight,37.0,19.0,0.0,6.0,27.0,4.0,0.0,10.0,2.0,7.0,0.0,Japan,"Yokosuka, Kanagawa",155.0,M,5.8,176.78
8f4d0f90579543fb9294e9c6589a19b8,Jess Liaudin,1981-12-08,,['Rodeo Style'],Lightweight,37.0,19.0,0.0,6.0,27.0,4.0,0.0,10.0,2.0,7.0,0.0,Japan,"Yokosuka, Kanagawa",155.0,M,5.8,176.78
51d0715e14924599af6a6c7687277fd8,Anthony Torres,1978-07-31,The Crush,['MMA Development'],Welterweight,5.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,United States,"Kailua, Hawaii",170.0,M,5.1,155.45
695f27d9431c4329b06faa40fec3bddf,Randy Couture,1963-06-22,The Natural,['Xtreme Couture'],Light Heavyweight,19.0,11.0,0.0,7.0,4.0,8.0,0.0,7.0,3.0,1.0,0.0,United States,"Corvallis, Oregon",203.0,M,6.1,185.93
d0d7653737794c01af2ec4df09886c14,Gabriel Gonzaga,1979-05-18,Napao,['Team Link'],Heavyweight,17.0,12.0,0.0,9.0,7.0,1.0,0.0,10.0,0.0,2.0,0.0,Brazil,Rio de Janeiro,264.0,M,6.2,188.98
b2765f2290f846f4b2885d27786746c1,Georges St. Pierre,1981-05-19,Rush,['Tristar Gym'],Welterweight,26.0,2.0,0.0,8.0,6.0,12.0,0.0,1.0,1.0,0.0,0.0,Canada,"St. Isidore, Quebec",170.0,M,5.1,155.45
6b5fdc8dd07740daa6d1785fdbe5a333,Josh Koscheck,1977-11-30,Kos,['Dethrone Base Camp'],Welterweight,17.0,11.0,0.0,6.0,4.0,7.0,0.0,4.0,3.0,4.0,0.0,United States,"Buffalo, New York",170.0,M,5.1,155.45
bd2a5705cbc14820b38c5343443aa48c,Roger Huerta,1983-05-20,El Matador,['Allstars Training Center'],Lightweight,24.0,13.0,1.0,12.0,5.0,5.0,2.0,7.0,1.0,5.0,0.0,United States,"Austin, Texas",155.0,M,5.9,179.83
0498b43da3694fc8ba70e8c9dd590493,Alberto Crane,1983-05-20,El Matador,['Allstars Training Center'],Lightweight,24.0,13.0,1.0,12.0,5.0,5.0,2.0,7.0,1.0,5.0,0.0,United States,"Austin, Texas",155.0,M,5.9,179.83
0d1493e027b84eb68e8892e9e8bafdab,Joe Stevenson,1982-06-15,Daddy,"[""Joe Stevenson's Cobra Kai""]",Lightweight,33.0,16.0,0.0,9.0,13.0,11.0,0.0,2.0,5.0,9.0,0.0,United States,"Victorville, California",155.0,M,5.7,173.74
b9355ff330254f1c9a0818d88505f02e,Kurt Pellegrino,1979-05-07,Batman,['Pellegrino MMA'],Lightweight,16.0,7.0,0.0,2.0,10.0,4.0,0.0,1.0,3.0,3.0,0.0,United States,"Point Pleasant, New Jersey",155.0,M,5.8,176.78
46992a7d9e58476da1580e212f2ceb4f,Patrick Cote,1980-02-29,The Predator,['BTT Canada'],Welterweight,23.0,11.0,0.0,10.0,3.0,9.0,1.0,2.0,3.0,6.0,0.0,Canada,"Quebec City, Quebec",170.0,M,5.11,155.75
4f2402c69844498a8c791252a0680770,Kendall Grove,1982-11-12,Da Spyder,['Straight Rootless Fight Team'],Middleweight,24.0,19.0,1.0,8.0,10.0,6.0,0.0,9.0,4.0,6.0,0.0,United States,"Maui, Hawaii",185.0,M,6.6,201.17
4ff77a03391043f3ac57d5091ed7888e,Renato Sobral,1975-09-07,Babalu,"[""Babalu's Iron Gym"", 'Kings MMA']",Light Heavyweight,37.0,12.0,0.0,9.0,15.0,13.0,0.0,7.0,1.0,4.0,0.0,Brazil,Rio de Janeiro,205.0,M,6.0,182.88
446b045111fa42ab8cadc3185a44caec,David Heath,1976-10-02,The Headhunter,['Absolute Combat Alliance'],Light Heavyweight,18.0,7.0,0.0,7.0,8.0,3.0,0.0,1.0,3.0,3.0,0.0,United States,"Tulsa, Oklahoma",203.0,M,5.11,155.75
7a58f815bf1b4ed3ae674c11a0d72e8f,Frank Mir,1979-05-24,,['Frank Mir Gym'],Heavyweight,19.0,13.0,0.0,5.0,9.0,4.0,1.0,10.0,0.0,3.0,0.0,United States,"Las Vegas, Nevada",262.0,M,6.3,192.02
68e5c072bbe845eb8fbb06b4e6b32fa5,Antoni Hardonk,1976-02-05,,['Dynamix MMA'],Heavyweight,8.0,6.0,0.0,6.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,Netherlands,"Weesp, North Holland",240.0,M,6.4,195.07
19f36d39bd7d4fd688368c5d543ce2bc,Thales Leites,1981-09-06,,['Nova Uniao'],Middleweight,28.0,9.0,0.0,4.0,15.0,9.0,0.0,1.0,1.0,7.0,0.0,Brazil,"Niteroi, Rio de Janeiro",185.0,M,6.1,185.93
52470ee655fe4543998ee3e43bdc8250,Clay Guida,1981-12-08,The Carpenter,['Team Alpha Male'],Lightweight,38.0,24.0,0.0,7.0,14.0,16.0,1.0,2.0,11.0,10.0,1.0,United States,"Round Lake, Illinois",155.0,M,5.7,173.74
